ID,seguranca,seguranca_n
111,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",24
112,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Frenagem automática de emergência' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",32
113,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque'",34
114,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Frenagem automática em manobras' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",36
115,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Frenagem automática em manobras' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",36
116,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",26
117,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",26
118,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",26
119,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de desembarque' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Frenagem automática em manobras' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",38
120,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",26
121,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",32
122,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de neblina' ,Faróis de xenônio' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",28
123,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",30
124,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",32
125,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",30
126,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de desembarque' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Diferencial central' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",40
127,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de desembarque' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Diferencial central' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",40
128,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de laser' ,Faróis de neblina' ,Freios ABS' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque'",28
129,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Frenagem automática de emergência' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",34
130,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Diferencial central' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,Frenagem automática de emergência' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",34
131,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de mudança de faixa' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",26
132,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Travamento central das portas'",24
133,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de neblina' ,Faróis de xenônio' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Travamento central das portas'",24
134,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de neblina' ,Faróis de xenônio' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Travamento central das portas'",24
135,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de neblina' ,Faróis de xenônio' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",28
136,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Frenagem automática em manobras' ,Indicador de fadiga' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",36
137,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de desembarque' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de 3 pontos para todos ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Frenagem automática em manobras' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",38
138,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Alerta de ponto cego' ,Alerta de tráfego cruzado traseiro' ,Assistente de desembarque' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,Frenagem automática em manobras' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",38
139,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Alerta de colisão frontal' ,Alerta de mudança de faixa' ,Assistente de farol alto' ,Assistente de partida em rampa' ,Assistente de permanência na faixa' ,Câmera traseira para manobras' ,Câmeras para visão de 360 graus' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Faróis de neblina' ,Freios ABS' ,Frenagem automática de emergência' ,ISOFIX para fixação de cadeira infantil' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas' ,Vetorização de torque' ,Visão noturna'",34
140,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de três pontos para todos os ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos os ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Travamento central das portas'",24
141,"Airbags de cortina' ,Airbags frontais' ,Airbags laterais' ,Alarme antifurto perimétrico' ,Alarme antifurto volumétrico' ,Assistente de partida em rampa' ,Câmera traseira para manobras' ,Cintos de 3 pontos para todos ocupantes' ,Controle automático de descida' ,Controle de estabilidade' ,Controle de tração' ,Desembaçador do vidro traseiro' ,Encosto de cabeça para todos ocupantes' ,Faróis com refletores duplos' ,Faróis com regulagem de altura' ,Faróis de LED' ,Freios ABS' ,ISOFIX para fixação de cadeira infantil' ,Limpador e lavador do vidro traseiro' ,Luz traseira de neblina' ,Luzes de condução diurna' ,Monitoramento de pressão dos pneus' ,Repetidores laterais das luzes de direção' ,Sensores de estacionamento dianteiro' ,Sensores de estacionamento traseiro' ,Travamento central das portas'",26
