id,ano,altura_mm,distancia_entre_eixos_mm,peso_potencia_kg_cv,consumo_rodoviario_gasolina_km_l,consumo_urbano_gasolina_km_l,consumo_rodoviario_alcool_km_l,consumo_urbano_alcool_km_l,velocidade_maxima_km_h,autonomia_rodoviaria_gasolina_km,porta_malas_litros,valor_fipe,infoteinimento_n,seguranca_n,conforto_n,final_rank
963,0.05865331048155638,0.03098651864200072,0.05654800489850102,-0.02793812462038688,-0.002521640814549254,-0.00832155221227585,-6.726759554678562e-9,-9.06630622165603e-9,1.1906768206759235e-4,0.02966170771413275,0.051802822637030226,-0.012971650780944304,0.05366576372256843,0.04446828235489706,0.025839331182732756,0.29999182509426486
985,0.0552137660707991,0.03097615844175095,0.05654800489850102,-0.02793812462038688,-0.0027859683169199983,-0.011767065917576204,-6.726759554678562e-9,-1.6174408056533697e-7,1.1906768206759235e-4,0.03045429074393675,0.05181347149664167,-0.009992767156885686,0.05366576372256843,0.04446828235489706,0.021935692000360392,0.2927104029289141
984,0.0552137660707991,0.03095254939790999,0.05654800489850102,-0.030739311891712303,-0.0018500456546096658,-0.009600633418104923,-5.545362876726991e-10,-9.06630622165603e-9,1.1906768206759235e-4,0.02690579992593877,0.05181347149664167,-0.010583838559061781,0.05366576372256843,0.04446828235489706,0.021935692000360392,0.28884855840535284
899,0.06759040449574374,0.0307617894849299,0.05654800489850102,-0.030739311891712303,-0.0016626465627965483,-0.0056706100469618055,-1.301683696524819e-9,-3.713740079414677e-10,1.1906768206759235e-4,0.02066642827989537,0.051802822637030226,-0.05216427476759113,0.05366576372256843,0.05914312839793813,0.025839331182732756,0.2758998958392877
951,0.05865331048155638,0.030970630707454167,0.05654800489850102,-0.030739311891712303,-0.0016626465627965483,-0.0056706100469618055,-1.301683696524819e-9,-3.713740079414677e-10,1.1906768206759235e-4,0.02066642827989537,0.051802822637030226,-0.04151616164987552,0.05366576372256843,0.04446828235489706,0.025839331182732756,0.2631449101222991
580,0.04784610871629686,0.019952186031424003,0.03514217235207109,-0.002792204125856116,-0.010095685712086223,-0.008944843836165168,-1.2371836968732704e-5,-9.06630622165603e-9,0.033600434935660436,0.02203144641219788,0.008191544193502218,-0.006287511913672537,0.0388956995620617,0.05246229067021391,0.025839331182732756,0.25582858756510585
234,0.04784610871629686,0.030220946801375527,0.05504950669051148,-0.003244163368505071,-0.0018500456546096658,-0.0012829179919594963,-0.03626943005181347,-0.03626943005181347,0.035016643812036105,0.036103321670770676,2.34323053045999e-5,-0.013061551653148006,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.24388022592681385
262,0.0440086685743907,0.0029321917691984825,0.05103008964243537,-0.0018748532170198232,-0.010095685712086223,-0.004059869989254486,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.034625716622820095,0.040797191262937814,-0.011568191672152506,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.24283047183987028
995,0.05865331048155638,0.030768699591903377,0.05654800489850102,-0.027343767678596028,-0.0027859683169199983,-0.011767065917576204,-6.726759554678562e-9,-1.6174408056533697e-7,1.1906768206759235e-4,0.03045429074393675,0.05181347149664167,-0.007594542451097159,0.05366576372256843,0.0037507625525633453,0.0013448397238938945,0.23762669805860295
585,0.0552137660707991,0.030552181347980996,0.0522884690543165,-0.004931394809988717,-6.630324688771121e-4,-0.001931707035268161,-0.03626943005181347,-0.03626943005181347,0.031069048372906412,0.022627407771899824,0.046490870175239785,-0.061866012262495954,0.05366576372256843,0.05914312839793813,0.028468670137413082,0.23758829837080536
952,0.05865331048155638,0.03079507966027236,0.05654800489850102,-0.027343767678596028,-0.002521640814549254,-0.00832155221227585,-6.726759554678562e-9,-9.06630622165603e-9,1.1906768206759235e-4,0.02966170771413275,0.051802822637030226,-0.010431874505284792,0.0388956995620617,0.0037507625525633453,0.003031516994959803,0.22463912117937349
584,0.04784610871629686,0.0261617605244403,0.04159028544952831,-0.004613820231877194,-0.002521640814549254,-0.005228138010322497,-0.03626943005181347,-0.03626943005181347,0.029463421385995354,0.0029030947359681273,0.03469600790898454,-0.01302774430725361,0.05366576372256843,0.05914312839793813,0.021935692000360392,0.21947505937445094
990,0.0552137660707991,0.030768699591903377,0.05654800489850102,-0.027343767678596028,-0.0027859683169199983,-0.011767065917576204,-6.726759554678562e-9,-1.6174408056533697e-7,1.1906768206759235e-4,0.03045429074393675,0.05181347149664167,-0.008002350433444166,0.0388956995620617,0.0037507625525633453,0.0013448397238938945,0.21900928150499194
602,0.0440086685743907,0.030552181347980996,0.0522884690543165,-6.276798347587544e-4,-3.0815176976684645e-4,-1.123032201563761e-4,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.00394744067893901,0.046490870175239785,-0.05009318859535259,0.0388956995620617,0.05914312839793813,0.028468670137413082,0.2180912143644784
965,0.05865331048155638,0.0307617894849299,0.05654800489850102,-0.03020393134707975,-0.0016626465627965483,-0.0056706100469618055,-1.301683696524819e-9,-3.713740079414677e-10,1.1906768206759235e-4,0.02066642827989537,0.051802822637030226,-0.011097447658694012,0.0388956995620617,0.0037507625525633453,0.003031516994959803,0.2155947652849755
989,0.0552137660707991,0.03072525037381138,0.05654800489850102,-0.03020393134707975,-0.0018500456546096658,-0.009600633418104923,-5.545362876726991e-10,-9.06630622165603e-9,1.1906768206759235e-4,0.02690579992593877,0.05181347149664167,-0.009270253226708847,0.0388956995620617,0.0037507625525633453,0.0013448397238938945,0.21439178901893277
543,0.05865331048155638,0.02984621724251016,0.0522884690543165,-3.023266829575544e-4,-2.0489733476814254e-4,-0.0012829179919594963,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.002415728473534232,0.046490870175239785,-0.08078296914616019,0.05366576372256843,0.05914312839793813,0.028468670137413082,0.21383645638546436
178,0.05865331048155638,0.026799397127863753,0.04264191133248924,-0.001217215760987155,-0.003382725761701972,-0.004059869989254486,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.019897162508279706,0.039512399408893166,-0.07697669709789934,0.05366576372256843,0.06423343500289301,0.028468670137413082,0.21367295096834685
194,0.05159713923660419,0.030283263644640106,0.054821541324331716,-0.0017243469345928706,-0.0022783563197399203,-0.0014245385243687359,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.03292003612251515,2.34323053045999e-5,-0.06102751379908361,0.05366576372256843,0.06423343500289301,0.025839331182732756,0.21236659682003786
235,0.04784610871629686,0.030220946801375527,0.05504950669051148,-0.023602518598041983,-0.0018500456546096658,-0.0012829179919594963,-0.03626943005181347,-0.03626943005181347,0.023818232088947372,0.036103321670770676,2.34323053045999e-5,-0.013061551653148006,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.21232345897418822
261,0.012371133986504135,0.0035190205127102244,0.05056076104642606,-0.0018748532170198232,-0.008692733077451656,-0.0037201701034684765,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.0339874825991819,0.040797191262937814,-0.012410615913186021,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.21157243165523498
500,0.06486546232180129,0.025915210731864396,0.047283772556324564,-2.4228313996601427e-4,-0.0027859683169199983,-0.001931707035268161,-0.03626943005181347,-0.03626943005181347,0.04551487553519927,0.0022681750859154123,0.0371997579691413,-0.08287108877264442,0.05366576372256843,0.06423343500289301,0.028468670137413082,0.20904521569469522
198,0.0552137660707991,0.026341529644918774,0.04194506306866745,-0.0011119177654873268,-0.003382725761701972,-0.004059869989254486,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.02690579992593877,0.03861213795720407,-0.07041208689946322,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.20708691081022199
229,0.04784610871629686,0.002687096747424625,0.05103008964243537,-0.0023905272509112895,-0.0027859683169199983,-0.011011437740831801,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.0022681750859154123,0.03767853749762899,-0.00950251003273553,0.0388956995620617,0.05914312839793813,0.025839331182732756,0.20513513334726827
555,0.05159713923660419,0.029486306100568377,0.0522884690543165,-0.003749545525989173,-7.48521866758618e-4,-0.0023478643933271246,-0.03626943005181347,-0.03626943005181347,0.033600434935660436,0.023937477600145095,0.04120738711760068,-0.06553377476250356,0.0388956995620617,0.05246229067021391,0.025839331182732756,0.20439596880769823
74,0.07004359333302157,0.002767032749943061,0.051776070272070075,-9.240472876558501e-4,-0.0058074137505006425,-0.011011437740831801,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.02966170771413275,0.03767853749762899,-0.0826832739853499,0.05366576372256843,0.06423343500289301,0.028468670137413082,0.2033060475215658
174,0.05865331048155638,0.027988498457308705,0.04264191133248924,-0.003489992125120754,-0.0058074137505006425,-0.03922998275375443,-0.03626943005181347,-0.03626943005181347,0.032105256006780464,0.026002465072443335,0.039512399408893166,-0.052737825428628066,0.05366576372256843,0.06423343500289301,0.028468670137413082,0.19946763546071497
583,0.0552137660707991,0.0261617605244403,0.04159028544952831,-0.0017243469345928706,-0.003382725761701972,-0.0034036149083786237,-0.03626943005181347,-0.03626943005181347,0.03676964674461099,0.004246308952249497,0.03469600790898454,-0.05959626696619897,0.05366576372256843,0.05914312839793813,0.028468670137413082,0.199309523234033
230,0.05159713923660419,0.0034711042389945295,0.05056076104642606,-0.0013306641776210527,-0.008692733077451656,-0.0037201701034684765,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.0339874825991819,0.040797191262937814,-0.06464528362564795,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.1990600419585562
598,0.04784610871629686,0.003060752158362101,0.05392658058626178,-0.001217215760987155,-0.006316650520770659,-0.0056706100469618055,-0.03626943005181347,-0.03626943005181347,0.03797626995985998,0.02690579992593877,0.036713303045351885,-0.04632417624560945,0.0388956995620617,0.05914312839793813,0.025839331182732756,0.19823946085684796
159,0.06187988916652537,0.027988498457308705,0.04264191133248924,-0.003489992125120754,-0.0058074137505006425,-0.03922998275375443,-0.03626943005181347,-0.03626943005181347,0.032105256006780464,0.026002465072443335,0.039512399408893166,-0.057352760386834956,0.05366576372256843,0.06423343500289301,0.028468670137413082,0.1980792791874771
499,0.06486546232180129,0.028405412592084837,0.047283772556324564,-2.4228313996601427e-4,-0.0013356646433332166,-0.0034036149083786237,-0.03626943005181347,-0.03626943005181347,0.04551487553519927,7.709740868840467e-4,0.039512399408893166,-0.08286714609389217,0.0388956995620617,0.06423343500289301,0.028468670137413082,0.19756313231435801
